route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
"1001","23720000033","23720000250","La Poterie","","0","a-2.3449243","1001-A-5001-5015","1",""
"1001","23720000047","23720002500","Kennedy","","1","a-9.3737728","1001-B-5030-5001","1",""
"0052","23720000007","23720025000","Pacé - Saint-Gilles","","0","52-5.3982942","0052-A-4069-3732","1",""
"0052","23720000011","23720025001","Pacé - Saint-Gilles","","0","52-5.3983371","0052-A-4069-3732","1",""
"0052","23720000015","23720025002","Pacé - Saint-Gilles","","0","52-5.3983800","0052-A-4069-3732","1",""
"0052","23720000027","23720025003","Pacé - Saint-Gilles","","0","52-5.3984664","0052-A-4069-3732","1",""
"0052","23720000029","23720025004","Pacé - Saint-Gilles","","0","52-5.3988078","0052-A-4069-3732","1",""
"0052","23720000003","23720025005","Pacé - Saint-Gilles","","0","52-7.3984531","0052-A-4069-3732","1",""
"0052","23720000007","23720025006","Pacé - Saint-Gilles","","0","52-7.3983246","0052-A-4069-3732","1",""
"0052","23720000011","23720025007","Pacé - Saint-Gilles","","0","52-7.3983675","0052-A-4069-3732","1",""
"0052","23720000015","23720025008","Pacé - Saint-Gilles","","0","52-7.3984104","0052-A-4069-3732","1",""
"0052","23720000027","23720025009","Pacé - Saint-Gilles","","0","52-7.3984967","0052-A-4069-3732","1",""
"1001","23720000047","23720002501","La Poterie","","0","a-20.3737743","1001-A-5001-5015","1",""
"0052","23720000029","23720025010","Pacé - Saint-Gilles","","0","52-7.3988472","0052-A-4069-3732","1",""
"0052","23720000003","23720025011","Pacé - Saint-Gilles","","0","52-10.3984228","0052-A-4069-3732","1",""
"0052","23720000007","23720025012","Pacé - Saint-Gilles","","0","52-10.3982943","0052-A-4069-3732","1",""
"0052","23720000011","23720025013","Pacé - Saint-Gilles","","0","52-10.3983372","0052-A-4069-3732","1",""
"0052","23720000015","23720025014","Pacé - Saint-Gilles","","0","52-10.3983801","0052-A-4069-3732","1",""
"0052","23720000027","23720025015","Pacé - Saint-Gilles","","0","52-10.3984665","0052-A-4069-3732","1",""
"0052","23720000029","23720025016","Pacé - Saint-Gilles","","0","52-10.3988079","0052-A-4069-3732","1",""
"0052","23720000003","23720025017","Pacé - Saint-Gilles","","0","52-3.3984226","0052-A-4069-3732","1",""
"0052","23720000007","23720025018","Pacé - Saint-Gilles","","0","52-3.3982941","0052-A-4069-3732","1",""
"0052","23720000011","23720025019","Pacé - Saint-Gilles","","0","52-3.3983370","0052-A-4069-3732","1",""
"1001","23720000047","23720002502","Kennedy","","1","a-23.3737747","1001-B-5030-5001","1",""
"0052","23720000015","23720025020","Pacé - Saint-Gilles","","0","52-3.3983799","0052-A-4069-3732","1",""
"0052","23720000027","23720025021","Pacé - Saint-Gilles","","0","52-3.3984663","0052-A-4069-3732","1",""
"0052","23720000029","23720025022","Pacé - Saint-Gilles","","0","52-3.3988077","0052-A-4069-3732","1",""
"0052","23720000003","23720025023","Pacé - Saint-Gilles","","0","52-5.3984227","0052-A-4069-3732","1",""
"0052","23720000007","23720025024","Pacé - Saint-Gilles","","0","52-5.3982942","0052-A-4069-3732","1",""
"0052","23720000011","23720025025","Pacé - Saint-Gilles","","0","52-5.3983371","0052-A-4069-3732","1",""
"0052","23720000015","23720025026","Pacé - Saint-Gilles","","0","52-5.3983800","0052-A-4069-3732","1",""
"0052","23720000027","23720025027","Pacé - Saint-Gilles","","0","52-5.3984664","0052-A-4069-3732","1",""
"0052","23720000029","23720025028","Pacé - Saint-Gilles","","0","52-5.3988078","0052-A-4069-3732","1",""
"0052","23720000003","23720025029","Pacé - Saint-Gilles","","0","52-13.3984534","0052-A-4069-3732","1",""
"1001","23720000047","23720002503","La Poterie","","0","a-6.3737719","1001-A-5001-5015","1",""
"0052","23720000007","23720025030","Pacé - Saint-Gilles","","0","52-13.3983249","0052-A-4069-3732","1",""
"0052","23720000011","23720025031","Pacé - Saint-Gilles","","0","52-13.3983678","0052-A-4069-3732","1",""
"0052","23720000015","23720025032","Pacé - Saint-Gilles","","0","52-13.3984107","0052-A-4069-3732","1",""
"0052","23720000027","23720025033","Pacé - Saint-Gilles","","0","52-13.3984970","0052-A-4069-3732","1",""
"0052","23720000029","23720025034","Pacé - Saint-Gilles","","0","52-13.3988475","0052-A-4069-3732","1",""
"0052","23720000003","23720025035","Pacé - Saint-Gilles","","0","52-5.3984227","0052-A-4069-3732","1",""
"0052","23720000007","23720025036","Pacé - Saint-Gilles","","0","52-5.3982942","0052-A-4069-3732","1",""
"0052","23720000011","23720025037","Pacé - Saint-Gilles","","0","52-5.3983371","0052-A-4069-3732","1",""
"0052","23720000015","23720025038","Pacé - Saint-Gilles","","0","52-5.3983800","0052-A-4069-3732","1",""
"0052","23720000027","23720025039","Pacé - Saint-Gilles","","0","52-5.3984664","0052-A-4069-3732","1",""
"1001","23720000047","23720002504","Kennedy","","1","a-21.3737744","1001-B-5030-5001","1",""
"0052","23720000029","23720025040","Pacé - Saint-Gilles","","0","52-5.3988078","0052-A-4069-3732","1",""
"0052","23720000003","23720025041","Pacé - Saint-Gilles","","0","52-14.3984527","0052-A-4069-3732","1",""
"0052","23720000007","23720025042","Pacé - Saint-Gilles","","0","52-14.3983242","0052-A-4069-3732","1",""
"0052","23720000011","23720025043","Pacé - Saint-Gilles","","0","52-14.3983671","0052-A-4069-3732","1",""
"0052","23720000015","23720025044","Pacé - Saint-Gilles","","0","52-14.3984100","0052-A-4069-3732","1",""
"0052","23720000027","23720025045","Pacé - Saint-Gilles","","0","52-14.3984963","0052-A-4069-3732","1",""
"0052","23720000029","23720025046","Pacé - Saint-Gilles","","0","52-14.3988468","0052-A-4069-3732","1",""
"0052","23720000003","23720025047","Pacé - Saint-Gilles","","0","52-7.3984531","0052-A-4069-3732","1",""
"0052","23720000007","23720025048","Pacé - Saint-Gilles","","0","52-7.3983246","0052-A-4069-3732","1",""
"0052","23720000011","23720025049","Pacé - Saint-Gilles","","0","52-7.3983675","0052-A-4069-3732","1",""
"1001","23720000047","23720002505","La Poterie","","0","a-5.3737716","1001-A-5001-5015","1",""
"0052","23720000015","23720025050","Pacé - Saint-Gilles","","0","52-7.3984104","0052-A-4069-3732","1",""
"0052","23720000027","23720025051","Pacé - Saint-Gilles","","0","52-7.3984967","0052-A-4069-3732","1",""
"0052","23720000029","23720025052","Pacé - Saint-Gilles","","0","52-7.3988472","0052-A-4069-3732","1",""
"0052","23720000003","23720025053","Pacé - Saint-Gilles","","0","52-10.3984228","0052-A-4069-3732","1",""
"0052","23720000007","23720025054","Pacé - Saint-Gilles","","0","52-10.3982943","0052-A-4069-3732","1",""
"0052","23720000011","23720025055","Pacé - Saint-Gilles","","0","52-10.3983372","0052-A-4069-3732","1",""
"0052","23720000015","23720025056","Pacé - Saint-Gilles","","0","52-10.3983801","0052-A-4069-3732","1",""
"0052","23720000027","23720025057","Pacé - Saint-Gilles","","0","52-10.3984665","0052-A-4069-3732","1",""
"0052","23720000029","23720025058","Pacé - Saint-Gilles","","0","52-10.3988079","0052-A-4069-3732","1",""
"0052","23720000003","23720025059","Pacé - Saint-Gilles","","0","52-3.3984226","0052-A-4069-3732","1",""
"1001","23720000047","23720002506","Kennedy","","1","a-10.3737733","1001-B-5030-5001","1",""
"0052","23720000007","23720025060","Pacé - Saint-Gilles","","0","52-3.3982941","0052-A-4069-3732","1",""
"0052","23720000011","23720025061","Pacé - Saint-Gilles","","0","52-3.3983370","0052-A-4069-3732","1",""
"0052","23720000015","23720025062","Pacé - Saint-Gilles","","0","52-3.3983799","0052-A-4069-3732","1",""
"0052","23720000027","23720025063","Pacé - Saint-Gilles","","0","52-3.3984663","0052-A-4069-3732","1",""
"0052","23720000029","23720025064","Pacé - Saint-Gilles","","0","52-3.3988077","0052-A-4069-3732","1",""
"0052","23720000003","23720025065","Montgermont -  La Chapelle-des-Fougeretz","","1","52-7.3984531","0052-B-3732-4069","1",""
"0052","23720000007","23720025066","Montgermont -  La Chapelle-des-Fougeretz","","1","52-7.3983246","0052-B-3732-4069","1",""
"0052","23720000011","23720025067","Montgermont -  La Chapelle-des-Fougeretz","","1","52-7.3983675","0052-B-3732-4069","1",""
"0052","23720000015","23720025068","Montgermont -  La Chapelle-des-Fougeretz","","1","52-7.3984104","0052-B-3732-4069","1",""
"0052","23720000027","23720025069","Montgermont -  La Chapelle-des-Fougeretz","","1","52-7.3984967","0052-B-3732-4069","1",""
"1001","23720000047","23720002507","La Poterie","","0","a-9.3737728","1001-A-5001-5015","1",""
"0052","23720000029","23720025070","Montgermont -  La Chapelle-des-Fougeretz","","1","52-7.3988472","0052-B-3732-4069","1",""
"0052","23720000003","23720025071","Montgermont -  La Chapelle-des-Fougeretz","","1","52-4.3984533","0052-B-3732-4069","1",""
"0052","23720000007","23720025072","Montgermont -  La Chapelle-des-Fougeretz","","1","52-4.3983248","0052-B-3732-4069","1",""
"0052","23720000011","23720025073","Montgermont -  La Chapelle-des-Fougeretz","","1","52-4.3983677","0052-B-3732-4069","1",""
"0052","23720000015","23720025074","Montgermont -  La Chapelle-des-Fougeretz","","1","52-4.3984106","0052-B-3732-4069","1",""
"0052","23720000027","23720025075","Montgermont -  La Chapelle-des-Fougeretz","","1","52-4.3984969","0052-B-3732-4069","1",""
"0052","23720000029","23720025076","Montgermont -  La Chapelle-des-Fougeretz","","1","52-4.3988474","0052-B-3732-4069","1",""
"0052","23720000003","23720025077","Montgermont -  La Chapelle-des-Fougeretz","","1","52-10.3984228","0052-B-3732-4069","1",""
"0052","23720000007","23720025078","Montgermont -  La Chapelle-des-Fougeretz","","1","52-10.3982943","0052-B-3732-4069","1",""
"0052","23720000011","23720025079","Montgermont -  La Chapelle-des-Fougeretz","","1","52-10.3983372","0052-B-3732-4069","1",""
"1001","23720000047","23720002508","Kennedy","","1","a-25.3737751","1001-B-5030-5001","1",""
"0052","23720000015","23720025080","Montgermont -  La Chapelle-des-Fougeretz","","1","52-10.3983801","0052-B-3732-4069","1",""
"0052","23720000027","23720025081","Montgermont -  La Chapelle-des-Fougeretz","","1","52-10.3984665","0052-B-3732-4069","1",""
"0052","23720000029","23720025082","Montgermont -  La Chapelle-des-Fougeretz","","1","52-10.3988079","0052-B-3732-4069","1",""
"0052","23720000003","23720025083","Montgermont -  La Chapelle-des-Fougeretz","","1","52-6.3984532","0052-B-3732-4069","1",""
"0052","23720000007","23720025084","Montgermont -  La Chapelle-des-Fougeretz","","1","52-6.3983247","0052-B-3732-4069","1",""
"0052","23720000011","23720025085","Montgermont -  La Chapelle-des-Fougeretz","","1","52-6.3983676","0052-B-3732-4069","1",""
"0052","23720000015","23720025086","Montgermont -  La Chapelle-des-Fougeretz","","1","52-6.3984105","0052-B-3732-4069","1",""
"0052","23720000027","23720025087","Montgermont -  La Chapelle-des-Fougeretz","","1","52-6.3984968","0052-B-3732-4069","1",""
"0052","23720000029","23720025088","Montgermont -  La Chapelle-des-Fougeretz","","1","52-6.3988473","0052-B-3732-4069","1",""
"0052","23720000003","23720025089","Rennes Villejean - Université","","1","52-8.3984530","0052-B-3732-1553","1",""
"1001","23720000047","23720002509","La Poterie","","0","a-23.3737747","1001-A-5001-5015","1",""
"0052","23720000007","23720025090","Rennes Villejean - Université","","1","52-8.3983245","0052-B-3732-1553","1",""
"0052","23720000011","23720025091","Rennes Villejean - Université","","1","52-8.3983674","0052-B-3732-1553","1",""
"0052","23720000015","23720025092","Rennes Villejean - Université","","1","52-8.3984103","0052-B-3732-1553","1",""
"0052","23720000027","23720025093","Rennes Villejean - Université","","1","52-8.3984966","0052-B-3732-1553","1",""
"0052","23720000029","23720025094","Rennes Villejean - Université","","1","52-8.3988471","0052-B-3732-1553","1",""
"0052","23720000003","23720025095","Montgermont -  La Chapelle-des-Fougeretz","","1","52-3.3984226","0052-B-3732-4069","1",""
"0052","23720000007","23720025096","Montgermont -  La Chapelle-des-Fougeretz","","1","52-3.3982941","0052-B-3732-4069","1",""
"0052","23720000011","23720025097","Montgermont -  La Chapelle-des-Fougeretz","","1","52-3.3983370","0052-B-3732-4069","1",""
"0052","23720000015","23720025098","Montgermont -  La Chapelle-des-Fougeretz","","1","52-3.3983799","0052-B-3732-4069","1",""
"0052","23720000027","23720025099","Montgermont -  La Chapelle-des-Fougeretz","","1","52-3.3984663","0052-B-3732-4069","1",""
"1001","23720000033","23720000251","Kennedy","","1","a-10.3449250","1001-B-5030-5001","1",""
"1001","23720000047","23720002510","Kennedy","","1","a-29.3737758","1001-B-5030-5001","1",""
"0052","23720000029","23720025100","Montgermont -  La Chapelle-des-Fougeretz","","1","52-3.3988077","0052-B-3732-4069","1",""
"0052","23720000003","23720025101","Montgermont -  La Chapelle-des-Fougeretz","","1","52-5.3984227","0052-B-3732-4069","1",""
"0052","23720000007","23720025102","Montgermont -  La Chapelle-des-Fougeretz","","1","52-5.3982942","0052-B-3732-4069","1",""
"0052","23720000011","23720025103","Montgermont -  La Chapelle-des-Fougeretz","","1","52-5.3983371","0052-B-3732-4069","1",""
"0052","23720000015","23720025104","Montgermont -  La Chapelle-des-Fougeretz","","1","52-5.3983800","0052-B-3732-4069","1",""
"0052","23720000027","23720025105","Montgermont -  La Chapelle-des-Fougeretz","","1","52-5.3984664","0052-B-3732-4069","1",""
"0052","23720000029","23720025106","Montgermont -  La Chapelle-des-Fougeretz","","1","52-5.3988078","0052-B-3732-4069","1",""
"0052","23720000003","23720025107","Montgermont -  La Chapelle-des-Fougeretz","","1","52-7.3984531","0052-B-3732-4069","1",""
"0052","23720000007","23720025108","Montgermont -  La Chapelle-des-Fougeretz","","1","52-7.3983246","0052-B-3732-4069","1",""
"0052","23720000011","23720025109","Montgermont -  La Chapelle-des-Fougeretz","","1","52-7.3983675","0052-B-3732-4069","1",""
"1001","23720000047","23720002511","La Poterie","","0","a-21.3737744","1001-A-5001-5015","1",""
"0052","23720000015","23720025110","Montgermont -  La Chapelle-des-Fougeretz","","1","52-7.3984104","0052-B-3732-4069","1",""
"0052","23720000027","23720025111","Montgermont -  La Chapelle-des-Fougeretz","","1","52-7.3984967","0052-B-3732-4069","1",""
"0052","23720000029","23720025112","Montgermont -  La Chapelle-des-Fougeretz","","1","52-7.3988472","0052-B-3732-4069","1",""
"0052","23720000003","23720025113","Montgermont -  La Chapelle-des-Fougeretz","","1","52-10.3984228","0052-B-3732-4069","1",""
"0052","23720000007","23720025114","Montgermont -  La Chapelle-des-Fougeretz","","1","52-10.3982943","0052-B-3732-4069","1",""
"0052","23720000011","23720025115","Montgermont -  La Chapelle-des-Fougeretz","","1","52-10.3983372","0052-B-3732-4069","1",""
"0052","23720000015","23720025116","Montgermont -  La Chapelle-des-Fougeretz","","1","52-10.3983801","0052-B-3732-4069","1",""
"0052","23720000027","23720025117","Montgermont -  La Chapelle-des-Fougeretz","","1","52-10.3984665","0052-B-3732-4069","1",""
"0052","23720000029","23720025118","Montgermont -  La Chapelle-des-Fougeretz","","1","52-10.3988079","0052-B-3732-4069","1",""
"0052","23720000003","23720025119","Montgermont -  La Chapelle-des-Fougeretz","","1","52-3.3984226","0052-B-3732-4069","1",""
"1001","23720000047","23720002512","Kennedy","","1","a-27.3737755","1001-B-5030-5001","1",""
"0052","23720000007","23720025120","Montgermont -  La Chapelle-des-Fougeretz","","1","52-3.3982941","0052-B-3732-4069","1",""
"0052","23720000011","23720025121","Montgermont -  La Chapelle-des-Fougeretz","","1","52-3.3983370","0052-B-3732-4069","1",""
"0052","23720000015","23720025122","Montgermont -  La Chapelle-des-Fougeretz","","1","52-3.3983799","0052-B-3732-4069","1",""
"0052","23720000027","23720025123","Montgermont -  La Chapelle-des-Fougeretz","","1","52-3.3984663","0052-B-3732-4069","1",""
"0052","23720000029","23720025124","Montgermont -  La Chapelle-des-Fougeretz","","1","52-3.3988077","0052-B-3732-4069","1",""
"0052","23720000003","23720025125","Montgermont -  La Chapelle-des-Fougeretz","","1","52-5.3984227","0052-B-3732-4069","1",""
"0052","23720000007","23720025126","Montgermont -  La Chapelle-des-Fougeretz","","1","52-5.3982942","0052-B-3732-4069","1",""
"0052","23720000011","23720025127","Montgermont -  La Chapelle-des-Fougeretz","","1","52-5.3983371","0052-B-3732-4069","1",""
"0052","23720000015","23720025128","Montgermont -  La Chapelle-des-Fougeretz","","1","52-5.3983800","0052-B-3732-4069","1",""
"0052","23720000027","23720025129","Montgermont -  La Chapelle-des-Fougeretz","","1","52-5.3984664","0052-B-3732-4069","1",""
"1001","23720000047","23720002513","La Poterie","","0","a-25.3737751","1001-A-5001-5015","1",""
"0052","23720000029","23720025130","Montgermont -  La Chapelle-des-Fougeretz","","1","52-5.3988078","0052-B-3732-4069","1",""
"0052","23720000003","23720025131","Montgermont -  La Chapelle-des-Fougeretz","","1","52-7.3984531","0052-B-3732-4069","1",""
"0052","23720000007","23720025132","Montgermont -  La Chapelle-des-Fougeretz","","1","52-7.3983246","0052-B-3732-4069","1",""
"0052","23720000011","23720025133","Montgermont -  La Chapelle-des-Fougeretz","","1","52-7.3983675","0052-B-3732-4069","1",""
"0052","23720000015","23720025134","Montgermont -  La Chapelle-des-Fougeretz","","1","52-7.3984104","0052-B-3732-4069","1",""
"0052","23720000027","23720025135","Montgermont -  La Chapelle-des-Fougeretz","","1","52-7.3984967","0052-B-3732-4069","1",""
"0052","23720000029","23720025136","Montgermont -  La Chapelle-des-Fougeretz","","1","52-7.3988472","0052-B-3732-4069","1",""
"0052","23720000003","23720025137","Montgermont -  La Chapelle-des-Fougeretz","","1","52-10.3984228","0052-B-3732-4069","1",""
"0052","23720000007","23720025138","Montgermont -  La Chapelle-des-Fougeretz","","1","52-10.3982943","0052-B-3732-4069","1",""
"0052","23720000011","23720025139","Montgermont -  La Chapelle-des-Fougeretz","","1","52-10.3983372","0052-B-3732-4069","1",""
"1001","23720000047","23720002514","Kennedy","","1","a-8.3737724","1001-B-5030-5001","1",""
"0052","23720000015","23720025140","Montgermont -  La Chapelle-des-Fougeretz","","1","52-10.3983801","0052-B-3732-4069","1",""
"0052","23720000027","23720025141","Montgermont -  La Chapelle-des-Fougeretz","","1","52-10.3984665","0052-B-3732-4069","1",""
"0052","23720000029","23720025142","Montgermont -  La Chapelle-des-Fougeretz","","1","52-10.3988079","0052-B-3732-4069","1",""
"0052","23720000003","23720025143","Montgermont -  La Chapelle-des-Fougeretz","","1","52-3.3984226","0052-B-3732-4069","1",""
"0052","23720000007","23720025144","Montgermont -  La Chapelle-des-Fougeretz","","1","52-3.3982941","0052-B-3732-4069","1",""
"0052","23720000011","23720025145","Montgermont -  La Chapelle-des-Fougeretz","","1","52-3.3983370","0052-B-3732-4069","1",""
"0052","23720000015","23720025146","Montgermont -  La Chapelle-des-Fougeretz","","1","52-3.3983799","0052-B-3732-4069","1",""
"0052","23720000027","23720025147","Montgermont -  La Chapelle-des-Fougeretz","","1","52-3.3984663","0052-B-3732-4069","1",""
"0052","23720000029","23720025148","Montgermont -  La Chapelle-des-Fougeretz","","1","52-3.3988077","0052-B-3732-4069","1",""
"0052","23720000003","23720025149","Montgermont -  La Chapelle-des-Fougeretz","","1","52-5.3984227","0052-B-3732-4069","1",""
"1001","23720000047","23720002515","La Poterie","","0","a-10.3737733","1001-A-5001-5015","1",""
"0052","23720000007","23720025150","Montgermont -  La Chapelle-des-Fougeretz","","1","52-5.3982942","0052-B-3732-4069","1",""
"0052","23720000011","23720025151","Montgermont -  La Chapelle-des-Fougeretz","","1","52-5.3983371","0052-B-3732-4069","1",""
"0052","23720000015","23720025152","Montgermont -  La Chapelle-des-Fougeretz","","1","52-5.3983800","0052-B-3732-4069","1",""
"0052","23720000027","23720025153","Montgermont -  La Chapelle-des-Fougeretz","","1","52-5.3984664","0052-B-3732-4069","1",""
"0052","23720000029","23720025154","Montgermont -  La Chapelle-des-Fougeretz","","1","52-5.3988078","0052-B-3732-4069","1",""
"0052","23720000003","23720025155","Montgermont -  La Chapelle-des-Fougeretz","","1","52-7.3984531","0052-B-3732-4069","1",""
"0052","23720000007","23720025156","Montgermont -  La Chapelle-des-Fougeretz","","1","52-7.3983246","0052-B-3732-4069","1",""
"0052","23720000011","23720025157","Montgermont -  La Chapelle-des-Fougeretz","","1","52-7.3983675","0052-B-3732-4069","1",""
"0052","23720000015","23720025158","Montgermont -  La Chapelle-des-Fougeretz","","1","52-7.3984104","0052-B-3732-4069","1",""
"0052","23720000027","23720025159","Montgermont -  La Chapelle-des-Fougeretz","","1","52-7.3984967","0052-B-3732-4069","1",""
"1001","23720000047","23720002516","Kennedy","","1","a-32.3737762","1001-B-5030-5001","1",""
"0052","23720000029","23720025160","Montgermont -  La Chapelle-des-Fougeretz","","1","52-7.3988472","0052-B-3732-4069","1",""
"0052","23720000003","23720025161","Montgermont -  La Chapelle-des-Fougeretz","","1","52-12.3984528","0052-B-3732-4069","1",""
"0052","23720000007","23720025162","Montgermont -  La Chapelle-des-Fougeretz","","1","52-12.3983243","0052-B-3732-4069","1",""
"0052","23720000011","23720025163","Montgermont -  La Chapelle-des-Fougeretz","","1","52-12.3983672","0052-B-3732-4069","1",""
"0052","23720000015","23720025164","Montgermont -  La Chapelle-des-Fougeretz","","1","52-12.3984101","0052-B-3732-4069","1",""
"0052","23720000027","23720025165","Montgermont -  La Chapelle-des-Fougeretz","","1","52-12.3984964","0052-B-3732-4069","1",""
"0052","23720000029","23720025166","Montgermont -  La Chapelle-des-Fougeretz","","1","52-12.3988469","0052-B-3732-4069","1",""
